La latencia es de 35.4830 ms
256, 361.0375, 1.271697
512, 426.3435, 0.763399
1024, 510.8210, 0.464197
2048, 592.3455, 0.271906
4096, 605.1925, 0.139089
8192, 950.6545, 0.111715
16384, 1701.6825, 0.101697
32768, 3161.5220, 0.095399
65536, 6289.7405, 0.095432
131072, 11992.3180, 0.091223
262144, 23114.5930, 0.088040
524288, 45259.6540, 0.086258
1048576, 89997.8045, 0.085795
2097152, 178894.9955, 0.085287
4194304, 357179.1830, 0.085150
