La latencia es de 0.4220 ms
256, 0.6395, 0.000850
512, 0.7255, 0.000593
1024, 0.9020, 0.000469
2048, 1.1750, 0.000368
4096, 2.8040, 0.000582
8192, 2.9320, 0.000306
16384, 5.1665, 0.000290
32768, 8.7005, 0.000253
65536, 12.9120, 0.000191
131072, 19.5825, 0.000146
262144, 31.3385, 0.000118
524288, 53.6740, 0.000102
1048576, 112.7390, 0.000107
2097152, 490.8475, 0.000234
4194304, 1553.2585, 0.000370
